"DeploymentID","TimeStamp","Temp","pH","pHmv","Cond","DOpct","DOmgl","DOgain","Turbidity","Depth","KnownInvaildValue"
"2","2018-11-07 16:15:00","11.04","7.25","20.7","0.846","53","5.83","-999","1.1","3.324","1"
"2","2018-11-07 16:00:00","11.04","7.24","21.3","0.853","49.9","5.49","-999","1.1","3.32","1"
"2","2018-11-07 15:45:00","11.05","7.24","21.4","0.85","50.1","5.5","-999","1.2","3.313","1"
"2","2018-11-07 15:30:00","11.05","7.26","20.2","0.845","52.4","5.75","-999","314.1","3.3","1"
"2","2018-11-07 15:15:00","11.03","7.28","19.5","0.846","52","5.71","-999","0.9","3.308","1"
"2","2018-11-07 15:00:00","11.05","7.27","19.7","0.839","53.7","5.9","-999","1.5","3.303","1"
"2","2018-11-07 14:45:00","11.04","7.26","20.4","0.858","49.1","5.4","-999","426.4","3.299","1"
"2","2018-11-07 14:30:00","11.04","7.28","19.5","0.853","50","5.49","-999","7.1","3.292","1"
"2","2018-11-07 14:15:00","11.03","7.28","19.5","0.856","48.5","5.33","-999","1.3","3.302","1"
"2","2018-11-07 14:00:00","11.03","7.29","19.1","0.842","50.8","5.58","-999","1.3","3.306","1"
"2","2018-11-07 13:45:00","11.03","7.29","19","0.86","51.5","5.66","-999","268.9","3.306","1"
"2","2018-11-07 13:30:00","11.01","7.29","19.1","0.854","50.3","5.53","-999","113.1","3.31","1"
"2","2018-11-07 13:15:00","11.02","7.3","18.7","0.847","54.2","5.96","-999","0.3","3.304","1"
"2","2018-11-07 13:00:00","11.01","7.3","18.4","0.851","50.1","5.51","-999","228.5","3.307","1"
"2","2018-11-07 12:45:00","11.03","7.31","18.3","0.831","55.8","6.13","-999","205.4","3.306","1"
"2","2018-11-07 12:30:00","11.01","7.31","17.9","0.838","46.6","5.12","-999","0.9","3.319","1"
"2","2018-11-07 12:15:00","11.01","7.32","17.4","0.835","53.2","5.85","-999","312.5","3.329","1"
"2","2018-11-07 12:00:00","11.01","7.33","17","0.833","46.4","5.1","-999","4.1","3.342","1"
"2","2018-11-07 11:45:00","11","7.35","16.2","0.842","51.7","5.69","-999","0.5","3.357","1"
"2","2018-11-07 11:30:00","11.02","7.37","15.6","0.842","48.7","5.36","-999","0.7","3.356","1"
"2","2018-11-07 11:15:00","11.02","7.38","15.1","0.849","46.1","5.07","-999","6.2","3.367","1"
"2","2018-11-07 11:00:00","11.01","7.4","14.1","0.85","50","5.5","-999","180.8","3.372","1"
"2","2018-11-07 10:45:00","11.01","7.39","14.4","0.85","50.4","5.54","-999","304.1","3.379","1"
"2","2018-11-07 10:30:00","11","7.39","14.2","0.849","50.3","5.53","-999","23.1","3.374","1"
"2","2018-11-07 10:15:00","10.99","7.4","14.2","0.847","52.3","5.75","-999","1.3","3.379","1"
"2","2018-11-07 10:00:00","10.99","7.39","14.6","0.844","53.1","5.84","-999","0.2","3.374","1"
"2","2018-11-07 09:45:00","10.99","7.38","14.9","0.853","51.4","5.65","-999","228.8","3.373","1"
"2","2018-11-07 09:30:00","10.99","7.38","14.9","0.852","50.3","5.54","-999","0.2","3.378","1"
"2","2018-11-07 09:15:00","10.99","7.37","15.3","0.85","52.1","5.73","-999","1.1","3.371","1"
"2","2018-11-07 09:00:00","10.99","7.35","16.3","0.851","50.9","5.6","-999","96.4","3.37","1"
"2","2018-11-07 08:45:00","10.99","7.31","17.9","0.852","49.2","5.41","-999","0.8","3.356","1"
"2","2018-11-07 08:30:00","10.99","7.35","16.4","0.852","50.7","5.58","-999","81.3","3.342","1"
"2","2018-11-07 08:15:00","10.99","7.33","17.1","0.852","49.4","5.44","-999","22.9","3.334","1"
"2","2018-11-07 08:00:00","11","7.32","17.7","0.852","49.7","5.47","-999","16.7","3.329","1"
"2","2018-11-07 07:45:00","10.99","7.4","13.9","0.853","51","5.61","-999","1.1","3.32","1"
"2","2018-11-07 07:30:00","10.99","7.42","13.2","0.854","50.6","5.57","-999","22.4","3.313","1"
"2","2018-11-07 07:15:00","10.99","7.43","12.7","0.854","49.1","5.4","-999","7.1","3.304","1"
"2","2018-11-07 07:00:00","10.99","7.44","12.3","0.852","49.9","5.49","-999","189.3","3.296","1"
"2","2018-11-07 06:45:00","10.99","7.42","13.2","0.85","47.7","5.25","-999","1.3","3.288","1"
"2","2018-11-07 06:30:00","10.99","7.42","13.3","0.847","49.6","5.46","-999","0.3","3.287","1"
"2","2018-11-07 06:15:00","10.98","7.41","13.6","0.842","45.5","5.01","-999","1.3","3.284","1"
"2","2018-11-07 06:00:00","10.97","7.43","12.6","0.847","51.4","5.66","-999","0.3","3.282","1"
"2","2018-11-07 05:45:00","10.97","7.44","12.3","0.846","47.2","5.19","-999","2.7","3.275","1"
"2","2018-11-07 05:30:00","10.97","7.43","12.8","0.845","52.3","5.76","-999","0.7","3.267","1"
"2","2018-11-07 05:15:00","10.97","7.43","12.8","0.85","49.8","5.48","-999","1.4","3.264","1"
"2","2018-11-07 05:00:00","10.96","7.42","13","0.851","51.7","5.69","-999","161.2","3.252","1"
"2","2018-11-07 04:45:00","10.96","7.42","13.2","0.85","52.1","5.74","-999","1.5","3.247","1"
"2","2018-11-07 04:30:00","10.96","7.41","13.5","0.85","52.8","5.81","-999","2.5","3.238","1"
"2","2018-11-07 04:15:00","10.96","7.41","13.7","0.85","52.1","5.74","-999","109.7","3.233","1"
"2","2018-11-07 04:00:00","10.96","7.4","14","0.851","51.7","5.69","-999","1.4","3.224","1"
"2","2018-11-07 03:45:00","10.96","7.39","14.2","0.849","52.8","5.82","-999","0.7","3.227","1"
"2","2018-11-07 03:30:00","10.96","7.39","14.6","0.85","53.4","5.88","-999","1.3","3.231","1"
"2","2018-11-07 03:15:00","10.96","7.36","15.8","0.852","52.1","5.74","-999","42.5","3.234","1"
"2","2018-11-07 03:00:00","10.96","7.39","14.3","0.852","52.6","5.79","-999","1.2","3.231","1"
"2","2018-11-07 02:45:00","10.97","7.4","13.9","0.852","52.1","5.73","-999","0.3","3.232","1"
"2","2018-11-07 02:30:00","10.97","7.39","14.3","0.852","51.3","5.64","-999","158.5","3.226","1"
"2","2018-11-07 02:15:00","10.97","7.38","14.7","0.852","50.9","5.61","-999","1.2","3.223","1"
"2","2018-11-07 02:00:00","10.96","7.38","15","0.853","51.8","5.7","-999","2.9","3.215","1"
"2","2018-11-07 01:45:00","10.95","7.38","14.7","0.853","52.2","5.74","-999","11.8","3.205","1"
"2","2018-11-07 01:30:00","10.96","7.42","13.1","0.851","51.3","5.65","-999","12.4","3.199","1"
"2","2018-11-07 01:15:00","10.97","7.41","13.3","0.849","51.9","5.71","-999","30.6","3.198","1"
"2","2018-11-07 01:00:00","10.97","7.38","14.9","0.849","49.5","5.45","-999","252.2","3.191","1"
"2","2018-11-07 00:45:00","10.97","7.38","14.9","0.846","53.4","5.88","-999","248","3.189","1"
"2","2018-11-07 00:30:00","10.97","7.38","15","0.852","45.5","5","-999","1.1","3.187","1"
"2","2018-11-07 00:15:00","10.97","7.41","13.7","0.853","51.6","5.68","-999","1.2","3.181","1"
"2","2018-11-07 00:00:00","10.97","7.37","15.3","0.859","45.2","4.98","-999","2.4","3.178","1"
"2","2018-11-06 23:45:00","10.97","7.37","15.5","0.858","50","5.5","-999","1.3","3.173","1"
"2","2018-11-06 23:30:00","10.97","7.36","15.7","0.854","48.9","5.38","-999","1","3.17","1"
"2","2018-11-06 23:15:00","10.97","7.35","16.2","0.851","51.7","5.69","-999","1.2","3.167","1"
"2","2018-11-06 23:00:00","10.97","7.35","16.1","0.849","52.1","5.74","-999","1.2","3.164","1"
"2","2018-11-06 22:45:00","10.97","7.35","16.5","0.849","53.2","5.86","-999","21.8","3.162","1"
"2","2018-11-06 22:30:00","10.97","7.34","16.8","0.85","53.6","5.9","-999","0.8","3.158","1"
"2","2018-11-06 22:15:00","10.97","7.33","17","0.851","51.8","5.7","-999","1.2","3.158","1"
"2","2018-11-06 22:00:00","10.97","7.32","17.4","0.851","52.7","5.81","-999","1.2","3.156","1"
"2","2018-11-06 21:45:00","10.97","7.32","17.5","0.853","53","5.84","-999","1.2","3.149","1"
"2","2018-11-06 21:30:00","10.97","7.31","18","0.855","51.6","5.69","-999","1.1","3.151","1"
"2","2018-11-06 21:15:00","10.97","7.3","18.3","0.854","51.8","5.71","-999","212","3.149","1"
"2","2018-11-06 21:00:00","10.97","7.3","18.4","0.852","52.4","5.77","-999","1.1","3.148","1"
"2","2018-11-06 20:45:00","10.97","7.29","19.1","0.848","52.8","5.81","-999","130.6","3.143","1"
"2","2018-11-06 20:30:00","10.97","7.27","19.7","0.86","50.7","5.58","-999","1","3.144","1"
"2","2018-11-06 20:15:00","10.98","7.26","20.2","0.86","50.2","5.53","-999","6","3.142","1"
"2","2018-11-06 20:00:00","10.98","7.26","20.4","0.854","46.5","5.12","-999","1.1","3.137","1"
"2","2018-11-06 19:45:00","10.97","7.26","20.4","0.854","47.8","5.26","-999","107","3.135","1"
"2","2018-11-06 19:30:00","10.98","7.25","20.9","0.846","51.3","5.64","-999","117.8","3.137","1"
"2","2018-11-06 19:15:00","10.97","7.24","21.1","0.848","45.1","4.96","-999","125.5","3.139","1"
"2","2018-11-06 19:00:00","10.97","7.24","21.3","0.849","50.8","5.6","-999","1.2","3.133","1"
"2","2018-11-06 18:45:00","10.97","7.23","21.7","0.85","43.6","4.8","-999","0.6","3.149","1"
"2","2018-11-06 18:30:00","10.98","7.23","21.7","0.858","48.8","5.37","-999","1","3.136","1"
"2","2018-11-06 18:15:00","10.98","7.24","21.3","0.854","50.8","5.59","-999","171.9","3.134","1"
"2","2018-11-06 18:00:00","10.98","7.24","21.2","0.851","47.8","5.26","-999","1.3","3.14","1"
"2","2018-11-06 17:45:00","10.98","7.25","20.9","0.853","49.8","5.48","-999","1.3","3.135","1"
"2","2018-11-06 17:30:00","10.98","7.24","21.2","0.851","47.9","5.27","-999","1.2","3.13","1"
"2","2018-11-06 17:15:00","10.99","7.24","21.5","0.848","49.4","5.44","-999","1.2","3.123","1"
"2","2018-11-06 17:00:00","10.99","7.23","21.9","0.845","50.4","5.54","-999","3.7","3.141","1"
"2","2018-11-06 16:45:00","10.98","7.21","22.4","0.844","50.1","5.51","-999","1.1","3.108","1"
"2","2018-11-06 16:30:00","10.96","7.2","22.9","0.839","59.3","6.53","-999","64.3","3.112","1"
"2","2018-11-06 16:15:00","10.96","7.19","23.7","0.843","55.5","6.11","-999","37.6","3.129","1"
"2","2018-11-06 16:00:00","10.94","7.17","24.3","0.842","57.9","6.37","-999","0.1","3.135","1"
"2","2018-11-06 15:45:00","10.96","7.15","25.5","0.854","56.3","6.2","-999","0.5","3.133","1"
"2","2018-11-06 15:30:00","10.98","7.12","26.7","0.848","51.9","5.71","-999","1.4","3.122","1"
"2","2018-11-06 15:15:00","11.01","7.09","28.3","0.83","48.4","5.33","-999","1.2","3.138","1"
"2","2018-11-06 15:00:00","10.99","7.05","30","0.807","52.9","5.82","-999","56.2","3.163","1"
"2","2018-11-06 14:45:00","10.96","6.9","36.6","0.798","64.5","7.11","-999","0.8","3.163","1"
"2","2018-11-06 14:30:00","10.97","6.89","37.1","0.791","66.8","7.35","-999","0.7","3.184","1"
"2","2018-11-06 14:15:00","10.95","6.88","37.8","0.832","52.1","5.74","-999","1.3","3.191","1"
"2","2018-11-06 14:00:00","10.9","6.88","37.9","0.825","50.4","5.55","-999","1.5","3.185","1"
"2","2018-11-06 13:45:00","10.97","6.85","39","0.849","50.7","5.58","-999","0.7","3.142","1"
"2","2018-11-06 13:30:00","10.98","6.84","39.6","0.876","42.1","4.64","-999","32.3","3.152","1"
"2","2018-11-06 13:15:00","11","6.83","40","0.88","48.4","5.32","-999","1.2","3.15","1"
"2","2018-11-06 13:00:00","11","6.82","40.3","0.883","48.8","5.36","-999","0","3.173","1"
"2","2018-11-06 12:45:00","11.01","6.82","40.6","0.887","48.3","5.31","-999","100.7","3.183","1"
"2","2018-11-06 12:30:00","11.03","6.8","41.5","0.886","42.5","4.67","-999","134.1","3.201","1"
"2","2018-11-06 12:15:00","11.03","6.78","42.2","0.886","47.2","5.19","-999","184.3","3.232","1"
"2","2018-11-06 12:00:00","11.02","6.77","42.7","0.887","45.5","5","-999","1.4","3.253","1"
"2","2018-11-06 11:45:00","11.02","6.75","43.5","0.885","47.4","5.21","-999","1.1","3.267","1"
"2","2018-11-06 11:30:00","11","6.73","44.5","0.879","50.4","5.55","-999","1.2","3.272","1"
"2","2018-11-06 11:15:00","11.01","6.69","46.3","0.877","48.5","5.33","-999","132.9","3.284","1"
"2","2018-11-06 11:00:00","11","6.65","48.4","0.882","49.9","5.49","-999","89.9","3.311","1"
"2","2018-11-06 10:45:00","11.01","6.62","49.8","0.879","49.6","5.45","-999","11.6","3.316","1"
"2","2018-11-06 10:30:00","11.02","6.57","52","0.885","48.9","5.38","-999","1.3","3.311","1"
"2","2018-11-06 10:15:00","11","6.52","54.2","0.887","49.8","5.47","-999","1.5","3.321","1"
"2","2018-11-06 10:00:00","11.01","6.48","55.8","0.887","50.5","5.55","-999","1.3","3.315","1"
"2","2018-11-06 09:45:00","11","6.43","58","0.885","50.8","5.59","-999","1.2","3.32","1"
"2","2018-11-06 09:30:00","10.99","6.39","59.9","0.888","51.3","5.64","-999","14","3.327","1"
"2","2018-11-06 09:15:00","10.98","6.37","61","0.886","51.9","5.71","-999","307.8","3.341","1"
"2","2018-11-06 09:00:00","10.99","6.34","62.4","0.888","51.9","5.71","-999","116","3.347","1"
"2","2018-11-06 08:45:00","10.98","6.32","63","0.884","52.1","5.73","-999","1.2","3.359","1"
"2","2018-11-06 08:30:00","10.97","6.31","63.6","0.881","53.2","5.85","-999","54.9","3.369","1"
"2","2018-11-06 08:15:00","10.96","6.29","64.6","0.879","54.5","6","-999","0","3.367","1"
"2","2018-11-06 08:00:00","10.96","6.25","66.3","0.878","54.5","6","-999","1.3","3.366","1"
"2","2018-11-06 07:45:00","10.95","6.27","65.7","0.877","52.7","5.81","-999","1.5","3.369","1"
"2","2018-11-06 07:30:00","10.95","6.26","65.8","0.876","55.8","6.14","-999","22.8","3.382","1"
"2","2018-11-06 07:15:00","10.95","6.25","66.3","0.876","49.2","5.42","-999","1.3","3.39","1"
"2","2018-11-06 07:00:00","10.94","6.23","67.2","0.875","56.4","6.21","-999","1","3.387","1"
"2","2018-11-06 06:45:00","10.93","6.18","69.7","0.876","50.2","5.52","-999","0.1","3.386","1"
"2","2018-11-06 06:30:00","10.93","6.21","68.3","0.876","56.4","6.21","-999","0.5","3.388","1"
"2","2018-11-06 06:15:00","10.92","6.17","69.9","0.878","52.4","5.77","-999","4.2","3.39","1"
"2","2018-11-06 06:00:00","10.93","6.14","71.5","0.88","55.7","6.14","-999","1.5","3.388","1"
"2","2018-11-06 05:45:00","10.94","6.12","72.4","0.881","52.8","5.81","-999","1.6","3.384","1"
"2","2018-11-06 05:30:00","10.96","6.13","72","0.882","53.8","5.92","-999","1.6","3.379","1"
"2","2018-11-06 05:15:00","10.95","6.2","68.8","0.882","54.7","6.03","-999","0.8","3.385","1"
"2","2018-11-06 05:00:00","10.95","6.37","60.8","0.883","56.7","6.24","-999","1.6","3.39","1"
"2","2018-11-06 04:45:00","10.96","6.68","46.9","0.884","55.9","6.16","-999","1.7","3.398","1"
"2","2018-11-06 04:30:00","10.98","7.76","-2.7","0.882","55.5","6.11","-999","1.1","3.401","1"
"2","2018-11-06 04:15:00","10.97","7.77","-3.1","0.881","57.5","6.33","-999","1.8","3.406","1"
"2","2018-11-06 04:00:00","10.96","7.78","-3.4","0.882","58.4","6.43","-999","0.6","3.403","1"
"2","2018-11-06 03:45:00","10.98","7.78","-3.5","0.881","57.9","6.37","-999","15.5","3.404","1"
"2","2018-11-06 03:30:00","10.97","7.78","-3.4","0.881","57.6","6.34","-999","1.5","3.409","1"
"2","2018-11-06 03:15:00","10.98","7.79","-3.8","0.88","57.6","6.34","-999","0.6","3.411","1"
"2","2018-11-06 03:00:00","10.96","7.79","-3.8","0.881","58.3","6.42","-999","1.7","3.424","1"
"2","2018-11-06 02:45:00","10.97","7.79","-3.9","0.883","58.2","6.41","-999","46.2","3.425","1"
"2","2018-11-06 02:30:00","11","7.79","-3.8","0.881","57.4","6.31","-999","210.8","3.426","1"
"2","2018-11-06 02:15:00","11","7.79","-3.9","0.874","57.7","6.34","-999","16.9","3.442","1"
"2","2018-11-06 02:00:00","10.98","7.79","-3.8","0.86","57.5","6.33","-999","130.4","3.439","1"
"2","2018-11-06 01:45:00","11","7.78","-3.6","0.881","57.6","6.34","-999","1.4","3.441","1"
"2","2018-11-06 01:30:00","11","7.78","-3.3","0.867","53.1","5.84","-999","0.1","3.451","1"
"2","2018-11-06 01:15:00","11","7.79","-3.7","0.858","57.5","6.32","-999","1.5","3.456","1"
"2","2018-11-06 01:00:00","11","7.78","-3.3","0.882","46.4","5.1","-999","43","3.467","1"
"2","2018-11-06 00:45:00","11","7.78","-3.3","0.882","42.5","4.68","-999","1.5","3.477","1"
"2","2018-11-06 00:30:00","11.01","7.78","-3.2","0.878","50.8","5.58","-999","1.2","3.479","1"
"2","2018-11-06 00:15:00","11.01","7.78","-3.4","0.875","54.8","6.02","-999","1.5","3.478","1"
"2","2018-11-06 00:00:00","11","7.78","-3.4","0.87","48","5.28","-999","4.8","3.496","1"
"2","2018-11-05 23:45:00","11.01","7.78","-3.2","0.864","53.7","5.9","-999","0.4","3.488","1"
"2","2018-11-05 23:30:00","11","7.77","-3","0.848","50.7","5.58","-999","172.9","3.488","1"
"2","2018-11-05 23:15:00","10.99","7.77","-3.1","0.866","49.7","5.46","-999","8.8","3.499","1"
"2","2018-11-05 23:00:00","11","7.77","-2.7","0.868","54","5.94","-999","1.5","3.501","1"
"2","2018-11-05 22:45:00","11","7.76","-2.5","0.865","52.3","5.75","-999","13.2","3.498","1"
"2","2018-11-05 22:30:00","11.02","7.75","-2","0.885","50.5","5.55","-999","89.1","3.506","1"
"2","2018-11-05 22:15:00","11.04","7.75","-1.8","0.891","49.4","5.42","-999","1.3","3.519","1"
"2","2018-11-05 22:00:00","11.04","7.75","-1.9","0.888","49.7","5.46","-999","127.3","3.523","1"
"2","2018-11-05 21:45:00","11.03","7.75","-2","0.882","51.2","5.63","-999","181.8","3.517","1"
"2","2018-11-05 21:30:00","11.04","7.75","-1.8","0.887","49.3","5.42","-999","0.3","3.539","1"
"2","2018-11-05 21:15:00","11.04","7.75","-1.8","0.888","49.7","5.46","-999","242.5","3.543","1"
"2","2018-11-05 21:00:00","11.03","7.75","-1.9","0.885","50.5","5.55","-999","1.1","3.547","1"
"2","2018-11-05 20:45:00","11.04","7.75","-1.8","0.886","50.2","5.52","-999","1.1","3.567","1"
"2","2018-11-05 20:30:00","11.04","7.75","-1.9","0.888","50.4","5.54","-999","119.4","3.591","1"
"2","2018-11-05 20:15:00","11.04","7.74","-1.7","0.889","49.2","5.41","-999","1.3","3.603","1"
"2","2018-11-05 20:00:00","11.04","7.74","-1.6","0.889","50.7","5.57","-999","43.8","3.605","1"
"2","2018-11-05 19:45:00","11.04","7.74","-1.6","0.889","49.4","5.43","-999","168.7","3.598","1"
"2","2018-11-05 19:30:00","11.05","7.74","-1.5","0.891","48.2","5.29","-999","147.2","3.603","1"
"2","2018-11-05 19:15:00","11.04","7.74","-1.6","0.878","50.9","5.6","-999","322.7","3.607","1"
"2","2018-11-05 19:00:00","11.05","7.74","-1.6","0.89","45.2","4.97","-999","1.4","3.611","1"
"2","2018-11-05 18:45:00","11.05","7.75","-1.8","0.893","48.6","5.34","-999","104.4","3.605","1"
"2","2018-11-05 18:30:00","11.05","7.75","-2","0.894","44.6","4.9","-999","189","3.609","1"
"2","2018-11-05 18:15:00","11.04","7.75","-2.1","0.89","44.1","4.84","-999","135.8","3.62","1"
"2","2018-11-05 18:00:00","11.05","7.75","-2.2","0.896","47.7","5.24","-999","7.1","3.628","1"
"2","2018-11-05 17:45:00","11.04","7.76","-2.5","0.889","49.6","5.44","-999","7","3.629","1"
"2","2018-11-05 17:30:00","11.05","7.76","-2.5","0.894","52.1","5.72","-999","1.2","3.627","1"
"2","2018-11-05 17:15:00","11.06","7.76","-2.5","0.882","52.4","5.76","-999","0.3","3.63","1"
"2","2018-11-05 17:00:00","11.04","7.76","-2.5","0.882","51.5","5.66","-999","1.5","3.651","1"
"2","2018-11-05 16:45:00","11.04","7.76","-2.5","0.886","52.6","5.78","-999","1.4","3.666","1"
"2","2018-11-05 16:30:00","11.04","7.77","-2.7","0.891","53.5","5.88","-999","12","3.663","1"
"2","2018-11-05 16:15:00","11.04","7.76","-2.6","0.891","53.5","5.87","-999","1.5","3.66","1"
"2","2018-11-05 16:00:00","11.04","7.76","-2.5","0.888","55.8","6.13","-999","1.6","3.649","1"
"2","2018-11-05 15:45:00","11.05","7.76","-2.7","0.895","57.2","6.28","-999","70.9","3.645","1"
"2","2018-11-05 15:30:00","11.06","7.77","-2.8","0.895","58.8","6.46","-999","1.7","3.653","1"
"2","2018-11-05 15:15:00","11.05","7.77","-2.9","0.892","60.3","6.63","-999","36.5","3.666","1"
"2","2018-11-05 15:00:00","11.07","7.77","-2.8","0.895","60.6","6.66","-999","6.2","3.673","1"
"2","2018-11-05 14:45:00","11.07","7.76","-2.6","0.897","59.9","6.58","-999","0.4","3.683","1"
"2","2018-11-05 14:30:00","11.06","7.76","-2.5","0.889","57.8","6.35","-999","0.9","3.689","1"
"2","2018-11-05 14:15:00","11.08","7.76","-2.6","0.896","57.2","6.28","-999","10.3","3.707","1"
"2","2018-11-05 14:00:00","11.08","7.76","-2.6","0.899","58.4","6.41","-999","103.6","3.714","1"
"2","2018-11-05 13:45:00","11.08","7.76","-2.7","0.9","58.3","6.4","-999","1.8","3.728","1"
"2","2018-11-05 13:30:00","11.1","7.76","-2.3","0.904","54.3","5.96","-999","44.1","3.728","1"
"2","2018-11-05 13:15:00","11.12","7.76","-2.4","0.905","54.5","5.98","-999","6.4","3.73","1"
"2","2018-11-05 13:00:00","11.15","7.76","-2.5","0.909","53.5","5.87","-999","29.8","3.733","1"
"2","2018-11-05 12:45:00","11.1","7.77","-3","0.908","58","6.36","-999","5.9","3.752","1"
"2","2018-11-05 12:30:00","11.09","7.78","-3.2","0.903","58.7","6.45","-999","42.3","3.758","1"
"2","2018-11-05 12:15:00","11.09","7.78","-3.2","0.897","62.5","6.86","-999","27.2","3.796","1"
"2","2018-11-05 12:00:00","11.09","7.78","-3.3","0.899","60.8","6.67","-999","43.3","3.799","1"
"2","2018-11-05 11:45:00","11.09","7.78","-3.5","0.892","64.3","7.05","-999","1.7","3.809","1"
"2","2018-11-05 11:30:00","11.05","7.78","-3.6","0.89","64.9","7.13","-999","1.7","3.817","1"
"2","2018-11-05 11:15:00","11.07","7.78","-3.3","0.892","65.4","7.18","-999","9.4","3.841","1"
"2","2018-11-05 11:00:00","11.07","7.78","-3.4","0.89","65.4","7.19","-999","3.5","3.837","1"
"2","2018-11-05 10:45:00","11.08","7.79","-3.6","0.891","65.2","7.16","-999","26.9","3.83","1"
"2","2018-11-05 10:30:00","11.1","7.78","-3.6","0.897","62.9","6.9","-999","46.7","3.802","1"
"2","2018-11-05 10:15:00","11.1","7.78","-3.5","0.893","62.2","6.83","-999","1.7","3.829","1"
"2","2018-11-05 10:00:00","11.1","7.78","-3.5","0.894","62.4","6.85","-999","1.9","3.822","1"
"2","2018-11-05 09:45:00","11.1","7.78","-3.5","0.891","62","6.81","-999","39.8","3.82","1"
"2","2018-11-05 09:30:00","11.13","7.78","-3.2","0.892","61.2","6.71","-999","2.1","3.823","1"
"2","2018-11-05 09:15:00","11.1","7.78","-3.6","0.894","62.8","6.89","-999","50.8","3.831","1"
"2","2018-11-05 09:00:00","11.12","7.79","-3.7","0.889","62.8","6.88","-999","31.3","3.825","1"
"2","2018-11-05 08:45:00","11.17","7.78","-3.6","0.902","59.4","6.51","-999","1.7","3.837","1"
"2","2018-11-05 08:30:00","11.17","7.79","-3.7","0.91","61.1","6.7","-999","13.5","3.858","1"
"2","2018-11-05 08:15:00","11.19","7.8","-4.1","0.911","58.5","6.41","-999","1.9","3.866","1"
"2","2018-11-05 08:00:00","11.18","7.81","-4.5","0.908","61","6.68","-999","1.3","3.86","1"
"2","2018-11-05 07:45:00","11.2","7.81","-4.8","0.906","60.4","6.61","-999","7.1","3.858","1"
"2","2018-11-05 07:30:00","11.18","7.81","-4.9","0.907","63.7","6.97","-999","11.2","3.853","1"
"2","2018-11-05 07:15:00","11.17","7.81","-4.9","0.9","65","7.12","-999","19.1","3.823","1"
"2","2018-11-05 07:00:00","11.16","7.84","-6","0.894","67.9","7.43","-999","1.3","3.815","1"
"2","2018-11-05 06:45:00","11.16","7.84","-5.9","0.9","70.8","7.76","-999","0.7","3.851","1"
"2","2018-11-05 06:30:00","11.16","7.84","-6.1","0.901","69.4","7.61","-999","1","3.842","1"
"2","2018-11-05 06:15:00","11.17","7.84","-6.2","0.9","71.1","7.79","-999","1.5","3.804","1"
"2","2018-11-05 06:00:00","11.17","7.84","-6.3","0.895","71","7.77","-999","1.8","3.812","1"
"2","2018-11-05 05:45:00","11.17","7.84","-6.3","0.897","72.1","7.9","-999","17.2","3.832","1"
"2","2018-11-05 05:30:00","11.2","7.85","-6.4","0.898","70.5","7.72","-999","15.4","3.857","1"
"2","2018-11-05 05:15:00","11.21","7.85","-6.6","0.897","70.5","7.71","-999","0.4","3.865","1"
"2","2018-11-05 05:00:00","11.21","7.85","-6.4","0.897","69.9","7.65","-999","0.6","3.877","1"
"2","2018-11-05 04:45:00","11.21","7.84","-6","0.897","70.3","7.7","-999","1.5","3.887","1"
"2","2018-11-05 04:30:00","11.2","7.83","-5.7","0.897","70.4","7.7","-999","0.7","3.879","1"
"2","2018-11-05 04:15:00","11.2","7.84","-6","0.897","70.1","7.67","-999","1.7","3.876","1"
"2","2018-11-05 04:00:00","11.2","7.84","-6","0.898","70.3","7.69","-999","1.6","3.883","1"
"2","2018-11-05 03:45:00","11.2","7.83","-5.8","0.897","69.8","7.64","-999","1.7","3.891","1"
"2","2018-11-05 03:30:00","11.2","7.83","-5.6","0.897","69.2","7.57","-999","1.5","3.904","1"
"2","2018-11-05 03:15:00","11.21","7.83","-5.6","0.897","70","7.66","-999","1.1","3.908","1"
"2","2018-11-05 03:00:00","11.21","7.83","-5.6","0.897","69.6","7.62","-999","1.9","3.915","1"
"2","2018-11-05 02:45:00","11.22","7.82","-5.4","0.897","70.1","7.66","-999","3.6","3.909","1"
"2","2018-11-05 02:30:00","11.21","7.83","-5.5","0.898","65.1","7.12","-999","3.9","3.933","1"
"2","2018-11-05 02:15:00","11.22","7.82","-5.1","0.9","69.2","7.57","-999","1.8","3.925","1"
"2","2018-11-05 02:00:00","11.21","7.82","-5.2","0.9","63.1","6.9","-999","3.9","3.924","1"
"2","2018-11-05 01:45:00","11.21","7.82","-5.1","0.901","68.5","7.49","-999","31.1","3.931","1"
"2","2018-11-05 01:30:00","11.21","7.82","-5.2","0.901","63.6","6.96","-999","4.1","3.935","1"
"2","2018-11-05 01:15:00","11.23","7.82","-5.3","0.9","69","7.55","-999","4.4","3.933","1"
"2","2018-11-05 01:00:00","11.21","7.82","-5.1","0.901","66.4","7.27","-999","47.9","3.938","1"
"2","2018-11-05 00:45:00","11.23","7.82","-5.3","0.901","69.1","7.56","-999","1.9","3.923","1"
"2","2018-11-05 00:30:00","11.22","7.82","-5.2","0.903","68.1","7.45","-999","1.8","3.921","1"
"2","2018-11-05 00:15:00","11.23","7.82","-5.4","0.902","69.2","7.56","-999","7.3","3.928","1"
"2","2018-11-05 00:00:00","11.23","7.83","-5.5","0.903","69.5","7.6","-999","0.4","3.928","1"
