timestamp,depth,DOmg/L,Dopct,pH,cond,Turbidity,temp
1/1/2014 0:10,1.868,11.11,82.4,7.24,6.347,49.3,2.08
1/1/2014 0:25,1.78,11.11,82.3,7.28,6.329,52.7,2.07
1/1/2014 0:40,1.688,11.12,82.5,7.29,6.335,49.6,2.07
1/1/2014 0:55,1.606,11.1,82.2,7.24,6.328,52.5,2.03
1/1/2014 1:10,1.53,10.97,81.2,7.24,6.303,50.4,2.03
1/1/2014 1:25,1.456,10.7,79.2,7.23,6.27,48.7,2.02
1/1/2014 1:40,1.386,10.63,78.6,7.22,6.25,47.1,1.96
1/1/2014 1:55,1.324,10.57,78.1,7.2,6.262,45.5,1.96
1/1/2014 2:10,1.268,10.42,77,7.23,6.239,50.8,1.94
1/1/2014 2:25,1.216,10.34,76.4,7.23,6.239,46,1.97
1/1/2014 2:40,1.169,10.02,74,7.16,6.245,43.8,1.96
1/1/2014 2:55,1.137,9.68,71.5,7.17,6.237,43.2,1.92
1/1/2014 3:10,1.102,9.76,71.9,7.11,6.21,44.4,1.86
1/1/2014 3:25,1.083,9.82,72.2,7.1,6.201,39.2,1.81
1/1/2014 3:40,1.062,9.9,72.6,7.14,6.182,42.4,1.71
1/1/2014 3:55,1.045,9.89,72.4,7.09,6.165,42.3,1.67
1/1/2014 4:10,1.034,9.84,71.9,7.09,6.166,41.2,1.53
1/1/2014 4:25,1.034,10.13,73.7,7.15,6.163,41.9,1.41
1/1/2014 4:40,1.04,10.46,76,7.15,6.149,42.3,1.37
1/1/2014 4:55,1.072,10.56,76.7,7.12,6.142,42.4,1.33
1/1/2014 5:10,1.118,10.75,77.9,7.17,6.12,43.1,1.27
1/1/2014 5:25,1.182,10.87,78.6,7.13,6.11,42.6,1.21
1/1/2014 5:40,1.252,11.03,79.7,7.15,6.068,42.8,1.18
1/1/2014 5:55,1.32,10.44,75.7,7.19,5.966,45.6,1.3
1/1/2014 6:10,1.408,10.37,75.1,7.14,5.921,44.6,1.27
1/1/2014 6:25,1.5,10.39,75.1,7.13,5.906,46.7,1.18
1/1/2014 6:40,1.59,10.34,74.6,7.13,5.899,46.1,1.12
1/1/2014 6:55,1.681,10.36,74.6,7.12,5.896,51.4,1.08
1/1/2014 7:10,1.768,10.28,73.9,7.12,5.926,48.1,0.99
1/1/2014 7:25,1.855,10.32,74,7.13,5.974,50.5,0.9
1/1/2014 7:40,1.942,10.33,73.8,7.13,6.037,52,0.79
1/1/2014 7:55,2.03,10.36,73.7,7.14,6.104,53,0.6
1/1/2014 8:10,2.114,10.39,73.8,7.15,6.175,50.9,0.52
1/1/2014 8:25,2.196,10.48,74.1,7.19,6.277,48.8,0.36
1/1/2014 8:40,2.268,10.52,74.2,7.14,6.376,51.1,0.25
1/1/2014 8:55,2.334,10.48,73.8,7.19,6.456,50.6,0.18
1/1/2014 9:10,2.392,10.43,73.7,7.19,6.446,52.7,0.32
1/1/2014 9:25,2.442,10.51,74.6,7.19,6.358,57,0.5
1/1/2014 9:40,2.481,10.4,73.8,7.19,6.362,51,0.48
1/1/2014 9:55,2.517,10.39,74.1,7.13,6.257,52.3,0.64
1/1/2014 10:10,2.539,10.44,74.2,7.13,6.265,50.2,0.57
1/1/2014 10:25,2.551,10.32,73.6,7.16,6.212,47,0.65
1/1/2014 10:40,2.561,10.5,74.9,7.16,6.144,50.1,0.7
1/1/2014 10:55,2.555,10.48,74.8,7.17,6.092,47.2,0.71
1/1/2014 11:10,2.536,10.39,74.2,7.11,6.069,46,0.75
1/1/2014 11:25,2.506,10.39,74.3,7.1,6.049,44.5,0.81
1/1/2014 11:40,2.463,10.38,74.3,7.1,6.041,44.2,0.84
1/1/2014 11:55,2.408,10.23,73.2,7.14,6.049,45.4,0.79
1/1/2014 12:10,2.341,10.47,75.8,7.11,6.031,49.5,1.24
1/1/2014 12:25,2.251,10.92,80.3,7.12,6.095,52.8,1.78
1/1/2014 12:40,2.155,11.14,82.1,7.2,6.154,49.3,1.86
1/1/2014 12:55,2.06,11.26,83.4,7.17,6.32,53.6,2.03
1/1/2014 13:10,1.968,11.27,83.1,7.24,6.272,57.3,1.9
1/1/2014 13:25,1.881,11.24,82.7,7.25,6.175,48.2,1.8
1/1/2014 13:40,1.796,11.05,81.2,7.2,6.1,55.8,1.78
1/1/2014 13:55,1.719,10.88,80,7.24,6.026,46.9,1.78
1/1/2014 14:10,1.643,10.74,78.9,7.22,5.949,49.2,1.78
1/1/2014 14:25,1.565,10.71,78.8,7.16,5.937,48.2,1.81
1/1/2014 14:40,1.494,10.79,79.3,7.22,5.902,53,1.8
1/1/2014 14:55,11.885,10.81,79.4,7.22,5.89,46.7,1.79
1/1/2014 15:10,11.823,10.77,79.1,7.16,5.878,47.9,1.79
1/1/2014 15:25,11.766,10.88,79.9,7.16,5.868,48.2,1.81
1/1/2014 15:40,11.712,10.94,80.6,7.2,5.859,45.8,1.9
1/1/2014 15:55,11.671,10.94,80.5,7.23,5.827,46.5,1.89
1/1/2014 16:10,11.638,10.94,80.5,7.16,5.819,44.9,1.87
1/1/2014 16:25,11.612,10.85,79.8,7.2,5.805,44.4,1.86
1/1/2014 16:40,11.593,10.97,80.7,7.19,5.795,43.3,1.84
1/1/2014 16:55,11.575,11.04,81.1,7.19,5.765,45.2,1.82
1/1/2014 17:10,11.568,11.11,81.6,7.2,5.738,45.1,1.83
1/1/2014 17:25,11.584,11.11,81.7,7.22,5.73,45.7,1.83
1/1/2014 17:40,11.619,11.04,81.1,7.17,5.724,45.4,1.82
1/1/2014 17:55,11.67,11.22,82.4,7.22,5.695,44.6,1.81
1/1/2014 18:10,11.735,11.22,82.4,7.17,5.66,43.4,1.82
1/1/2014 18:25,11.81,11.32,83.1,7.19,5.63,45.5,1.81
1/1/2014 18:40,11.895,11.33,83.5,7.21,5.523,47.7,1.95
1/1/2014 18:55,11.982,10.33,76.3,7.17,5.417,52.6,2.09
1/1/2014 19:10,12.076,10.09,74.5,7.15,5.377,55.1,2.05
1/1/2014 19:25,12.167,10.36,76.2,7.16,5.384,57,1.91
1/1/2014 19:40,12.259,10.45,77,7.12,5.368,57.1,1.99
1/1/2014 19:55,12.35,10.08,74.4,7.15,5.368,54.5,2.05
1/1/2014 20:10,12.438,9.95,73.3,7.1,5.403,56.8,2
1/1/2014 20:25,12.522,9.9,72.8,7.14,5.461,54.7,1.91
1/1/2014 20:40,12.604,9.92,72.9,7.14,5.529,52.5,1.87
1/1/2014 20:55,12.688,9.86,72.4,7.12,5.589,51.1,1.81
1/1/2014 21:10,12.763,9.93,72.8,7.08,5.656,52.7,1.75
1/1/2014 21:25,12.833,10.05,73.5,7.07,5.709,49.3,1.66
1/1/2014 21:40,12.887,10.22,74.6,7.12,5.736,53.6,1.59
1/1/2014 21:55,12.934,10.29,75.1,7.12,5.751,50.6,1.57
1/1/2014 22:10,12.959,10.41,75.8,7.12,5.766,47.6,1.51
1/1/2014 22:25,12.975,10.49,76.4,7.09,5.778,48.2,1.5
1/1/2014 22:40,12.987,10.56,76.9,7.14,5.79,47.3,1.48
1/1/2014 22:55,12.99,10.56,77,7.14,5.783,47.7,1.52
1/1/2014 23:10,12.979,10.63,77.6,7.11,5.721,46.1,1.6
1/1/2014 23:25,12.952,10.64,77.6,7.16,5.636,44.7,1.6
1/1/2014 23:40,12.918,10.68,78,7.16,5.581,45.6,1.61
1/1/2014 23:55,12.879,10.63,77.6,7.12,5.562,44.7,1.61
1/2/2014 0:10,12.825,10.69,78,7.16,5.546,45.1,1.62
1/2/2014 0:25,12.754,10.82,79.3,7.13,5.499,51,1.78
1/2/2014 0:40,12.67,11.14,82,7.19,5.598,50.7,1.92
1/2/2014 0:55,12.577,11.42,83.9,7.17,5.593,50,1.82
1/2/2014 1:10,12.483,11.42,83.7,7.19,5.573,50.9,1.76
1/2/2014 1:25,12.381,11.4,83.5,7.24,5.551,57.3,1.74
1/2/2014 1:40,12.302,11.42,83.7,7.25,5.536,48.3,1.73
1/2/2014 1:55,12.224,11.22,82.2,7.25,5.514,49.3,1.76
1/2/2014 2:10,12.153,11.09,81.2,7.23,5.511,48,1.75
1/2/2014 2:25,12.083,11.02,80.7,7.18,5.512,46.2,1.74
1/2/2014 2:40,12.007,11.05,80.9,7.22,5.511,46.8,1.73
1/2/2014 2:55,11.938,11.03,80.8,7.21,5.512,45.4,1.72
1/2/2014 3:10,11.875,11.04,80.8,7.17,5.515,46.2,1.72
1/2/2014 3:25,11.818,11.06,80.9,7.16,5.518,46.9,1.7
1/2/2014 3:40,11.767,11.01,80.5,7.16,5.519,45,1.69
1/2/2014 3:55,11.721,10.93,80,7.15,5.514,43.4,1.71
1/2/2014 4:10,11.691,10.7,78.5,7.15,5.498,44.9,1.81
1/2/2014 4:25,11.665,10.25,75.2,7.16,5.488,45,1.82
1/2/2014 4:40,11.645,10.11,74.2,7.11,5.484,45.6,1.79
1/2/2014 4:55,11.638,10.18,74.5,7.11,5.485,46.1,1.74
1/2/2014 5:10,11.638,10.37,75.8,7.13,5.48,49.6,1.68
1/2/2014 5:25,11.651,10.55,77.1,7.16,5.474,50.5,1.65
1/2/2014 5:40,11.685,10.62,77.5,7.23,5.484,49.9,1.62
1/2/2014 5:55,11.745,10.63,77.6,7.2,5.482,48.1,1.62
1/2/2014 6:10,11.815,10.64,77.6,7.22,5.479,48.8,1.61
1/2/2014 6:25,11.906,10.7,78,7.26,5.47,51.7,1.56
1/2/2014 6:40,11.998,10.63,77.1,7.22,5.456,56.3,1.41
1/2/2014 6:55,12.086,11.5,83.2,7.28,5.479,56.3,1.3
1/2/2014 7:10,12.18,11.67,84.3,7.26,5.484,59.1,1.26
1/2/2014 7:25,12.265,11.79,85.1,7.32,5.483,60.8,1.22
1/2/2014 7:40,12.357,11.84,85.5,7.33,5.481,62.9,1.21
1/2/2014 7:55,12.436,11.92,85.9,7.3,5.475,69.3,1.18
1/2/2014 8:10,12.518,11.86,85.5,7.36,5.454,73.5,1.15
1/2/2014 8:25,12.615,11.66,83.9,7.34,5.438,66.5,1.13
1/2/2014 8:40,12.708,11.82,84.9,7.33,5.438,70.5,1.05
1/2/2014 8:55,12.801,11.79,84.6,7.3,5.437,72.6,1.03
1/2/2014 9:10,12.883,11.48,82.4,7.34,5.426,75.3,1.03
1/2/2014 9:25,12.955,11.25,80.8,7.32,5.417,72.2,1.04
1/2/2014 9:40,13.02,11.01,79.1,7.26,5.406,67.6,1.04
1/2/2014 9:55,13.075,10.85,77.9,7.3,5.408,71.9,1.01
1/2/2014 10:10,13.125,10.82,77.6,7.27,5.407,67.1,0.99
1/2/2014 10:25,13.173,10.73,76.9,7.24,5.405,64.1,0.97
1/2/2014 10:40,13.205,10.69,76.6,7.18,5.407,62.6,0.94
1/2/2014 10:55,13.239,10.69,76.5,7.16,5.412,60,0.93
1/2/2014 11:10,13.257,10.67,76.4,7.14,5.419,58.4,0.92
1/2/2014 11:25,13.273,10.7,76.6,7.19,5.422,58.6,0.92
1/2/2014 11:40,13.275,10.81,77.5,7.13,5.425,56.3,0.96
1/2/2014 11:55,2.938,10.87,78.1,7.17,5.428,55.5,1.02
1/2/2014 12:10,2.904,11.21,80.5,7.18,5.437,52.7,1.03
1/2/2014 12:25,2.873,11.46,82.1,7.19,5.449,55.3,0.92
1/2/2014 12:40,2.827,11.78,84.5,7.19,5.469,60,0.97
1/2/2014 12:55,2.767,11.98,86.4,7.28,5.596,80.2,1.16
1/2/2014 13:10,2.703,11.85,86.7,7.28,5.9,88.2,1.63
1/2/2014 13:25,2.622,11.66,86.1,7.31,6.338,87.9,1.92
1/2/2014 13:40,2.519,11.47,85.2,7.31,6.582,79.4,2.12
1/2/2014 13:55,12.725,11.59,85.3,7.3,6.356,73.9,1.8
1/2/2014 14:10,12.636,11.82,86.4,7.36,6.136,84,1.56
1/2/2014 14:25,12.549,11.84,86.5,7.32,6.085,77.4,1.56
1/2/2014 14:40,12.466,11.75,85.8,7.36,6.104,71.3,1.56
1/2/2014 14:55,2.09,11.79,85.9,7.31,6.052,71.2,1.5
1/2/2014 15:10,2.003,11.73,85.5,7.31,6.048,70.8,1.5
1/2/2014 15:25,1.913,11.75,85.6,7.35,6.058,65.4,1.48
1/2/2014 15:40,1.844,11.88,86.3,7.36,6.023,68.9,1.39
1/2/2014 15:55,1.771,11.79,85.7,7.32,6.014,67.8,1.39
1/2/2014 16:10,1.701,11.4,83.2,7.31,5.97,67.1,1.52
1/2/2014 16:25,1.649,11,80.6,7.33,5.939,69.9,1.66
1/2/2014 16:40,1.603,11.05,80.6,7.33,5.921,68.2,1.51
1/2/2014 16:55,1.564,11.22,81.8,7.29,5.894,68.8,1.52
1/2/2014 17:10,1.531,11.19,81.5,7.34,5.923,68.3,1.47
1/2/2014 17:25,1.492,11.34,82.2,7.3,5.868,92.9,1.3
1/2/2014 17:40,1.478,11.39,82.7,7.31,5.816,81.5,1.38
1/2/2014 17:55,1.475,11.2,81.5,7.34,5.772,79.8,1.46
1/2/2014 18:10,1.48,11.25,81.8,7.3,5.737,96.8,1.46
1/2/2014 18:25,1.517,11.33,82.1,7.31,5.674,86.8,1.31
1/2/2014 18:40,1.563,11.3,81.8,7.36,5.647,126.9,1.29
1/2/2014 18:55,1.625,11.31,81.9,7.36,5.583,97.6,1.33
1/2/2014 19:10,1.72,11.22,81.3,7.36,5.56,104.1,1.37
1/2/2014 19:25,1.8,11.16,80.7,7.34,5.499,112,1.27
1/2/2014 19:40,1.877,11.38,81.7,7.31,5.473,97.4,1.01
1/2/2014 19:55,1.951,11.45,81.8,7.31,5.456,116.6,0.86
1/2/2014 20:10,2.04,11.6,83.2,7.32,5.168,78.2,1.01
1/2/2014 20:25,2.136,12.22,87.4,7.34,5.122,78.4,0.91
1/2/2014 20:40,2.226,12.27,87.6,7.38,5.126,77.4,0.86
1/2/2014 20:55,2.32,12.34,88,7.36,5.103,75,0.83
1/2/2014 21:10,2.431,12.37,88.2,7.41,5.072,77.3,0.84
1/2/2014 21:25,2.51,12.4,88.5,7.41,5.052,76.2,0.84
1/2/2014 21:40,2.588,12.38,88.2,7.41,5.051,73.7,0.83
1/2/2014 21:55,2.649,12.37,88.1,7.38,5.068,75.3,0.78
1/2/2014 22:10,2.725,12.4,88.2,7.38,5.114,71,0.73
1/2/2014 22:25,2.773,12.41,88.1,7.37,5.213,84,0.63
1/2/2014 22:40,2.834,12.41,87.9,7.37,5.199,77.2,0.55
1/2/2014 22:55,2.888,12.42,87.8,7.4,5.202,73.8,0.49
1/2/2014 23:10,2.916,12.44,87.8,7.37,5.213,73.7,0.44
1/2/2014 23:25,2.944,12.21,87.3,7.39,5.336,88.8,0.89
1/2/2014 23:40,2.958,12.06,86.7,7.38,5.472,106.8,1.08
1/2/2014 23:55,2.974,11.94,86.6,7.36,5.631,89.4,1.37
1/3/2014 0:10,2.962,11.88,86.4,7.36,5.659,78.2,1.44
1/3/2014 0:25,2.948,11.33,82.2,7.28,5.602,74.9,1.36
1/3/2014 0:40,2.925,11.74,84,7.28,5.392,76.1,0.88
1/3/2014 0:55,2.891,11.9,84.9,7.29,5.447,92.8,0.77
1/3/2014 1:10,2.857,12.03,86,7.35,5.545,86.2,0.84
1/3/2014 1:25,2.801,11.77,85.8,7.32,5.968,77.2,1.49
1/3/2014 1:40,2.741,11.64,85.5,7.28,6.303,91.6,1.72
1/3/2014 1:55,2.677,11.76,85.2,7.31,6.135,113.2,1.24
1/3/2014 2:10,2.576,12.05,86.5,7.34,5.91,109.4,0.94
1/3/2014 2:25,2.481,12.06,86.4,7.35,5.924,123.7,0.88
1/3/2014 2:40,2.411,12.14,86.9,7.41,5.911,111.7,0.86
1/3/2014 2:55,2.316,12.26,87,7.42,5.68,117.3,0.56
1/3/2014 3:10,2.258,12.28,86.8,7.39,5.558,144.4,0.45
1/3/2014 3:25,2.294,12.2,86.5,7.42,5.758,119,0.54
1/3/2014 3:40,2.103,12.16,86.2,7.44,5.783,123.8,0.5
1/3/2014 3:55,2.017,12.37,87.3,7.45,5.681,132.5,0.37
1/3/2014 4:10,1.844,12.54,88.2,7.42,5.802,144.7,0.22
1/3/2014 4:25,1.88,12.54,88,7.42,5.659,155.1,0.17
1/3/2014 4:40,1.806,12.62,88.5,7.42,5.644,171.7,0.13
1/3/2014 4:55,1.844,12.63,88.3,7.43,5.624,191.2,0.04
1/3/2014 5:10,1.706,12.67,88.3,7.43,5.533,189.4,-0.03
1/3/2014 5:25,1.71,12.67,88.3,7.47,5.544,210.5,-0.06
1/3/2014 5:40,1.665,12.82,89.1,7.43,5.494,223,-0.12
1/3/2014 5:55,1.72,12.81,89,7.43,5.479,211.9,-0.15
1/3/2014 6:10,1.623,12.8,88.9,7.43,5.418,223.1,-0.16
1/3/2014 6:25,1.61,12.76,88.6,7.46,5.369,215.1,-0.16
1/3/2014 6:40,1.611,12.78,88.7,7.42,5.349,221.6,-0.17
1/3/2014 6:55,1.663,12.74,88.5,7.41,5.348,207.2,-0.17
1/3/2014 7:10,1.717,12.68,88,7.41,5.343,197.1,-0.17
1/3/2014 7:25,1.861,12.86,89.2,7.42,5.331,188.1,-0.17
1/3/2014 7:40,1.838,12.69,88.1,7.41,5.327,185.8,-0.17
1/3/2014 7:55,1.989,12.82,89,7.41,5.297,188.6,-0.17
1/3/2014 8:10,2.075,12.97,90,7.47,5.287,186.5,-0.17
1/3/2014 8:25,2.13,13.04,90.4,7.44,5.103,183.8,-0.16
1/3/2014 8:40,2.156,12.93,89.7,7.48,5.207,201.3,-0.16
1/3/2014 8:55,2.229,12.8,88.7,7.47,5.021,142.3,-0.16
1/3/2014 9:10,2.297,12.89,89.3,7.46,4.693,101.9,-0.15
1/3/2014 9:25,2.293,12.93,89.5,7.51,4.604,105.7,-0.14
1/3/2014 9:40,2.418,12.83,88.9,7.47,4.433,122.7,-0.1
1/3/2014 9:55,2.5,12.38,86,7.48,4.432,121.6,-0.03
1/3/2014 10:10,2.568,12.57,87.1,7.43,4.427,125.7,-0.14
1/3/2014 10:25,2.641,12.74,88.2,7.47,4.459,114.1,-0.14
1/3/2014 10:40,2.696,12.81,88.7,7.48,4.452,111.5,-0.14
1/3/2014 10:55,2.74,12.77,88.4,7.47,4.483,95.4,-0.13
1/3/2014 11:10,2.786,12.67,87.8,7.4,4.688,111.9,-0.11
1/3/2014 11:25,2.841,12.55,87.4,7.4,5.216,107.8,-0.04
1/3/2014 11:40,2.899,12.43,86.8,7.34,5.453,96.6,0.03
1/3/2014 11:55,2.962,12.44,86.8,7.38,5.439,82.4,0.02
1/3/2014 12:10,3.013,12.44,86.9,7.38,5.53,88.1,0.03
1/3/2014 12:25,3.05,12.48,87.1,7.38,5.479,74.3,0
1/3/2014 12:40,3.055,12.44,86.8,7.33,5.46,68.7,0
1/3/2014 12:55,3.041,12.33,86.8,7.31,6.143,97.8,0.22
1/3/2014 13:10,3.018,12.13,85.6,7.29,6.288,84.1,0.28
1/3/2014 13:25,2.991,12.06,85.6,7.35,6.573,81.9,0.47
1/3/2014 13:40,2.953,11.6,84,7.26,7.335,75.5,1.05
1/3/2014 13:55,2.896,11.34,82.7,7.24,8.339,71.5,1.17
1/3/2014 14:10,2.831,11.56,84.6,7.32,8.961,72.9,1.21
1/3/2014 14:25,2.728,11.39,83.8,7.32,9.903,53.7,1.29
1/3/2014 14:40,2.615,11.59,85.3,7.31,9.664,47.1,1.31
1/3/2014 14:55,2.505,11.43,84.4,7.3,9.966,84.7,1.38
1/3/2014 15:10,2.395,12,86.1,7.38,7.569,77.7,0.7
1/3/2014 15:25,2.292,12.19,87,7.38,7.115,76.9,0.56
1/3/2014 15:40,2.196,12.25,87.2,7.37,6.986,68.3,0.49
1/3/2014 15:55,2.099,12.32,87.4,7.42,6.786,78.3,0.41
1/3/2014 16:10,2.008,12.15,86.2,7.36,6.729,73.2,0.42
1/3/2014 16:25,1.909,11.84,84.1,7.38,6.674,61.7,0.47
1/3/2014 16:40,1.818,11.73,83.1,7.35,6.605,54.7,0.41
1/3/2014 16:55,1.738,11.7,82.9,7.28,6.527,54.9,0.39
1/3/2014 17:10,1.668,11.6,82.1,7.27,6.519,52.4,0.36
1/3/2014 17:25,1.61,11.62,82.1,7.31,6.465,51.5,0.31
1/3/2014 17:40,1.585,11.67,82.2,7.25,6.469,53.4,0.2
1/3/2014 17:55,1.535,11.76,82.9,7.3,6.392,51.8,0.22
1/3/2014 18:10,1.499,11.73,82.6,7.24,6.363,51.8,0.2
1/3/2014 18:25,1.47,11.58,81.3,7.28,6.191,44.5,0.12
1/3/2014 18:40,1.445,11.46,80.4,7.27,6.126,47.9,0.08
1/3/2014 18:55,1.45,11.84,82.9,7.27,6.031,49.8,0.05
1/3/2014 19:10,1.462,12,83.8,7.25,5.869,54.6,-0.03
1/3/2014 19:25,1.497,12.19,84.9,7.26,5.627,53.4,-0.07
1/3/2014 19:40,1.546,12.32,85.8,7.28,5.517,50,-0.08
1/3/2014 19:55,1.607,12.38,86.1,7.34,5.4,48.6,-0.1
1/3/2014 20:10,1.657,12.4,86.2,7.29,5.322,49.7,-0.12
1/3/2014 20:25,1.715,12.37,86,7.35,5.274,47.3,-0.1
1/3/2014 20:40,1.79,11.83,82.5,7.31,5.202,54.8,0.01
1/3/2014 20:55,1.867,11.5,80,7.27,5.156,60.6,-0.06
1/3/2014 21:10,1.952,11.62,80.6,7.29,5.331,54.6,-0.16
1/3/2014 21:25,2.028,11.87,82.4,7.3,5.594,58.3,-0.21
1/3/2014 21:40,2.104,11.96,83,7.31,5.416,54.5,-0.19
1/3/2014 21:55,2.175,11.84,82.2,7.29,5.736,55.4,-0.2
1/3/2014 22:10,2.239,11.79,81.9,7.33,5.44,53.6,-0.17
1/3/2014 22:25,2.305,11.88,82.6,7.34,5.968,50.7,-0.19
1/3/2014 22:40,2.378,11.94,83.1,7.3,6.061,57.7,-0.2
1/3/2014 22:55,2.464,12.01,83.7,7.28,6.855,55.9,-0.23
1/3/2014 23:10,2.545,11.86,82.6,7.35,6.553,61.2,-0.22
1/3/2014 23:25,2.605,11.88,82.6,7.36,6.078,69.7,-0.19
1/3/2014 23:40,2.656,11.77,81.9,7.29,6.177,58.6,-0.2
1/3/2014 23:55,2.691,11.57,80.6,7.27,6.308,57.9,-0.2
1/4/2014 0:10,2.72,11.48,79.9,7.25,6.293,61.8,-0.2
1/4/2014 0:25,2.753,11.73,81.6,7.24,6.193,57.6,-0.2
1/4/2014 0:40,2.781,11.76,81.8,7.23,6.163,64.4,-0.2
1/4/2014 0:55,2.796,11.82,82.3,7.24,6.173,60.5,-0.2
1/4/2014 1:10,2.79,11.8,82.1,7.27,6.186,55.4,-0.2
1/4/2014 1:25,2.777,11.61,81,7.28,6.308,56.5,-0.12
1/4/2014 1:40,2.751,11.59,81.9,7.24,6.634,62.6,0.29
1/4/2014 1:55,2.715,11.63,82.7,7.23,6.71,55.2,0.48
1/4/2014 2:10,2.67,11.67,84,7.3,7.318,57.1,0.82
1/4/2014 2:25,2.627,11.75,84.7,7.31,7.679,56.3,0.85
1/4/2014 2:40,2.557,11.72,84.5,7.26,7.862,48.8,0.85
1/4/2014 2:55,2.483,11.74,83.8,7.33,7.306,47.8,0.54
1/4/2014 3:10,2.398,11.65,82.5,7.34,6.588,49.2,0.37
1/4/2014 3:25,2.309,11.68,83.4,7.31,7.152,73.2,0.59
1/4/2014 3:40,2.236,11.71,83.2,7.32,6.725,55.8,0.48
1/4/2014 3:55,2.155,11.67,82.6,7.27,6.487,46.1,0.37
1/4/2014 4:10,2.08,11.66,82.2,7.31,6.276,45.6,0.27
1/4/2014 4:25,1.998,11.67,82.1,7.31,6.037,45.9,0.22
1/4/2014 4:40,1.923,11.74,82.6,7.31,5.992,45.3,0.21
1/4/2014 4:55,1.841,11.86,83.2,7.3,5.799,43.2,0.13
1/4/2014 5:10,1.767,12,84,7.26,5.768,40.8,0.07
1/4/2014 5:25,1.699,12.07,84.5,7.3,5.678,43.2,0.07
1/4/2014 5:40,1.633,12.12,84.7,7.3,5.612,42.6,0.04
1/4/2014 5:55,1.581,12.19,85.2,7.26,5.585,42,0.02
1/4/2014 6:10,1.534,12.26,85.5,7.28,5.53,42.5,-0.01
1/4/2014 6:25,1.502,12.28,85.6,7.32,5.483,42.6,-0.03
1/4/2014 6:40,1.476,12.32,85.9,7.33,5.466,37.6,-0.04
1/4/2014 6:55,1.472,12.33,85.9,7.28,5.446,41.9,-0.05
1/4/2014 7:10,1.473,12.34,86,7.28,5.422,42.8,-0.07
1/4/2014 7:25,1.503,12.36,86.1,7.28,5.414,40.3,-0.08
1/4/2014 7:40,1.546,12.35,85.9,7.33,5.414,37,-0.1
1/4/2014 7:55,1.616,12.32,85.7,7.29,5.413,39.8,-0.1
1/4/2014 8:10,1.683,12.33,85.8,7.33,5.41,39.5,-0.1
1/4/2014 8:25,1.765,12.32,85.8,7.35,5.427,44.8,-0.07
1/4/2014 8:40,1.844,12.15,84.6,7.29,5.468,49.2,-0.09
1/4/2014 8:55,1.928,12.23,85.1,7.29,5.45,49.3,-0.09
1/4/2014 9:10,2.02,11.93,83.1,7.29,5.44,47.9,-0.05
1/4/2014 9:25,2.099,11.74,81.8,7.32,5.451,47.2,-0.06
1/4/2014 9:40,2.185,11.78,82.1,7.27,5.682,50.2,-0.08
1/4/2014 9:55,2.259,11.82,82.4,7.26,5.733,47.5,-0.08
1/4/2014 10:10,2.335,11.9,82.9,7.29,5.787,45,-0.09
1/4/2014 10:25,2.424,12.05,84,7.28,5.87,42.6,-0.08
1/4/2014 10:40,2.505,12.08,84.4,7.25,6.038,41.5,-0.06
1/4/2014 10:55,2.584,12.09,84.5,7.25,6.113,41,-0.04
1/4/2014 11:10,2.652,12.07,84.4,7.25,6.206,43.4,-0.02
1/4/2014 11:25,2.708,11.98,83.8,7.25,6.302,42,-0.01
1/4/2014 11:40,2.76,11.94,83.6,7.25,6.367,41.9,-0.02
1/4/2014 11:55,2.807,11.93,83.5,7.25,6.44,42.7,-0.02
1/4/2014 12:10,2.846,11.93,83.5,7.25,6.473,40.6,-0.02
1/4/2014 12:25,2.868,11.91,83.4,7.3,6.497,39.8,-0.03
1/4/2014 12:40,2.889,11.88,83.2,7.29,6.528,40.8,-0.03
1/4/2014 12:55,2.897,11.84,82.9,7.25,6.554,40.5,-0.02
1/4/2014 13:10,2.904,11.78,82.5,7.3,6.559,37.8,-0.01
1/4/2014 13:25,2.894,11.83,83.3,7.29,6.779,52.2,0.14
1/4/2014 13:40,2.866,11.82,83.4,7.25,6.839,51.5,0.21
1/4/2014 13:55,2.837,11.71,83.9,7.24,7.866,59.6,0.63
1/4/2014 14:10,2.792,11.56,83.2,7.3,8.256,54.3,0.72
1/4/2014 14:25,2.727,11.56,83.6,7.32,8.661,56.7,0.81
1/4/2014 14:40,2.663,11.55,84,7.32,9.369,52.5,0.94
1/4/2014 14:55,2.583,11.43,83.6,7.26,9.882,45.1,1.03
1/4/2014 15:10,2.492,11.39,83,7.32,9.756,43.9,0.96
1/4/2014 15:25,2.395,11.52,83.5,7.3,8.915,41.4,0.85
1/4/2014 15:40,2.286,11.67,83.8,7.3,8.288,48.2,0.64
1/4/2014 15:55,2.2,11.82,84.2,7.32,7.607,54.8,0.44
1/4/2014 16:10,2.122,11.88,84.3,7.37,7.199,51.4,0.33
1/4/2014 16:25,2.044,11.95,84.6,7.32,6.952,48.5,0.33
1/4/2014 16:40,1.966,11.92,84.4,7.36,6.972,48.2,0.31
1/4/2014 16:55,1.891,12,84.7,7.32,6.78,42.2,0.23
1/4/2014 17:10,1.821,12.05,84.8,7.32,6.575,42.7,0.15
1/4/2014 17:25,1.757,12.08,84.9,7.36,6.462,43.7,0.12
1/4/2014 17:40,1.681,12.09,84.8,7.32,6.3,42,0.08
